id,title,original_title,overview,tagline,status,adult,video,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,original_language,homepage,imdb_id,poster_path,backdrop_path,genres,production_companies,production_countries,spoken_languages,origin_country,belongs_to_collection
142513,Black Shoes,Sapatos Pretos,"In today's Alentejo, a story of love and death based in a real criminal case.",,Released,False,False,1998-04-10,100,0,0,0.2836,4.7,10,pt,,tt0120064,/zUgykMSvnnq0w5XrTKAME3cFEtO.jpg,/vZ1nscP6LGa5j2dAR38YU5MSuhh.jpg,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 11143, ""logo_path"": null, ""name"": ""Madragoa Filmes"", ""origin_country"": ""PT""}, {""id"": 8492, ""logo_path"": ""/wYhNCpXIThYDXevad6n90vsMXZ2.png"", ""name"": ""RTP"", ""origin_country"": ""PT""}, {""id"": 6584, ""logo_path"": null, ""name"": ""Gemini Films"", ""origin_country"": ""FR""}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""PT"", ""name"": ""Portugal""}]","[{""english_name"": ""Portuguese"", ""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]","[""FR"", ""PT""]",null
142520,Central Bazaar,Central Bazaar,A group of strangers explore their fantasies over a period of five days.,,Released,False,False,1976-09-02,156,0,0,0.2011,7.1,8,en,,tt0074298,/c8z9oYKmgGCkAMThsmVmAamoaXH.jpg,/xyXcnR94a1KWAqrrbBONr0dnMOR.jpg,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 7281, ""logo_path"": ""/iI7qdR1OFPo0U41BlpKBLD3xesh.png"", ""name"": ""BFI"", ""origin_country"": ""GB""}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]","[{""english_name"": ""English"", ""iso_639_1"": ""en"", ""name"": ""English""}]","[""GB""]",null
142521,Giovanni de Medici: The Leader,Condottieri,"Returned from exile where he accompanied his mother Caterina Sforza, Giovanni de 'Medici (1498-1526), becomes, under the name of Giovanni delle Bande Nere, captain of fortune at the service of the idea of a united Italy.",,Released,False,False,1937-01-01,88,0,0,0.6774,5.8,5,it,,tt0205837,/5iS49xbZemK7GOeAqssEa2WWl3t.jpg,/1j3UMvfjHnmVhkPsujlC9pTMjh5.jpg,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]","[{""id"": 12663, ""logo_path"": null, ""name"": ""ENIC"", ""origin_country"": ""IT""}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}]","[{""english_name"": ""German"", ""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""english_name"": ""Italian"", ""iso_639_1"": ""it"", ""name"": ""Italiano""}]","[""IT""]",null
142525,Dark Water,เวิ้งปีศาจ,"Nuan is cruelly murdered by a river. With the grudge in her mind before death, Nuan's spirit returns as a vengeful ghost by the river waiting for her chance of revenge.",The revenge of the soul to kill everyone.,Released,False,False,2007-05-17,88,0,0,0.5244,4.3,3,th,,tt2418406,/9KpXXJvAWgxf8j7TDA2Wv5gLK5Q.jpg,/gOoFds3hRhfTB981HMRKnTIPIsq.jpg,"[{""id"": 27, ""name"": ""Horror""}]","[{""id"": 3237, ""logo_path"": null, ""name"": ""Sahamongkol Film International Co. Ltd."", ""origin_country"": """"}, {""id"": 25484, ""logo_path"": null, ""name"": ""R.S. Film"", ""origin_country"": ""TH""}, {""id"": 79820, ""logo_path"": ""/zoTntRWNpbPLWeaww6B8PWqESBO.png"", ""name"": ""Right Beyond"", ""origin_country"": ""TH""}]","[{""iso_3166_1"": ""TH"", ""name"": ""Thailand""}]","[{""english_name"": ""Thai"", ""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]","[""TH""]",null
142527,Doraemon: Nobita and the Birth of Japan,映画ドラえもん のび太の日本誕生,"Nobita, thinking of running away from home, travels back in time with Doraemon and his pals to prehistoric Japan. However, a time paradox causes prehistoric boy Kukul to land in the modern day, so it's up to Doraemon and the rest to help the boy get back to the past while also defeating the mysterious shaman king, Giga-Zombie.",,Released,False,False,1989-03-11,100,0,31400000,3.5868,6.7,31,ja,,tt1147511,/pWYf9VL7yO0NMPzzUKsCGCD4GU4.jpg,/pPwR2VBB1Bo1SB5Tf205bY7vqbt.jpg,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 5141, ""logo_path"": ""/fK2QKfHdSdw42Xx4MiD7KhDufBV.png"", ""name"": ""Shin-Ei Animation"", ""origin_country"": ""JP""}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]","[{""english_name"": ""Japanese"", ""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]","[""JP""]","{""id"": 148065, ""name"": ""Doraemon Movies"", ""poster_path"": ""/4TLSP1KD1uAlp2q1rTrc6SFlktX.jpg"", ""backdrop_path"": ""/ii3bjKdqurBH8OZAGnKyfsZTde7.jpg""}"
142528,Des fleurs pour Algernon,Des fleurs pour Algernon,"After a successful experiment on Algernon, a mouse whose level of intelligence thanks to that procedure dramatically increased, the scientists decided to go further - the next ""guinea pig"" is Charles, a mentally disabled young man. The experiment is again successful. But what happens after it?",,Released,False,False,2006-11-15,95,0,0,0.4953,7.1,19,fr,,tt0885484,/s6VKsUCw0j0xUvsDaUihCFYiyxa.jpg,/qXsGFjgIaWq2M4sgRELxNJAvkG4.jpg,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10770, ""name"": ""TV Movie""}]","[{""id"": 27807, ""logo_path"": ""/cLfPvVsTuGafzpQ41Pw74biLVZM.png"", ""name"": ""Image & Compagnie"", ""origin_country"": ""FR""}, {""id"": 11359, ""logo_path"": ""/aqWJRi66t2oMPMmC60CdK9I3WQd.png"", ""name"": ""France 2"", ""origin_country"": ""FR""}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}]","[{""english_name"": ""French"", ""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]","[""FR"", ""CH""]",null
142533,Dangerously Excited,나는 공무원이다,"HAN Dae-huei, a public official in charge of residential pollution of Mapo district. No one can disturb his composure: a man who never loses his temper: a man of tranquility; the apotheosis of snobbery. He is a typically unenthusiastic public official up to his bone. Never expect him to try a new thing or change anything.",,Released,False,False,2011-02-01,101,0,0,1.7642,6.3,10,ko,,tt2086953,/wg5GLTUHWk9yzUDQaihcC4TDyG5.jpg,/kO2OZ6k4F3YEBmwXPQhjwgS6ziF.jpg,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 38099, ""logo_path"": null, ""name"": ""Mapofilm"", ""origin_country"": ""KR""}, {""id"": 20064, ""logo_path"": ""/2In7Heq6DuXDjOwPmJqHWkpohaL.png"", ""name"": ""Next Entertainment World"", ""origin_country"": ""KR""}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]","[{""english_name"": ""Korean"", ""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]","[""KR""]",null
142534,Bad Butt,BAD BUTT 悪魔の臀部,"The story of a high school girl and a certain part of her body that has turned into a monster. A horrifying and erotic story from the mad mind of Noboru Iguchi (THE MACHINE GIRL, KARATE ROBO-ZABORGAR).",,Released,False,False,2012-10-18,8,0,0,0.7659,3.5,6,ja,,tt2466410,/ghilCdWvOFjQNWPDU1z2503rOzD.jpg,/n4XRPAzz80sJY32T8isb2JPZN9i.jpg,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]","[{""id"": 57503, ""logo_path"": null, ""name"": ""Nishimura Motion Picture Model Makers Group"", ""origin_country"": """"}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]","[{""english_name"": ""No Language"", ""iso_639_1"": ""xx"", ""name"": ""No Language""}]","[""JP""]",null
142537,Shutter One,Shutter One,"Naktan, who loves to take photos, has taken up a job for a travel agency, to take photos for their travel magazines. During his photo taking, he finds a riddle soul, from a 20 years old film, appearing in his picture. After this, he meets many horrifying things which stimulate his curiosity to search for the truth. In his horror, he realizes that Tost, an owner of the old film, has cruelly murdered a woman…",,Released,False,False,2009-09-22,86,0,0,0.0286,7.0,3,th,,tt5280002,/1LzPDxPBXBIUaV8VIKQ1TgtOrEe.jpg,/e00Y0pj3pmQawiD0z9d9VQ31iAm.jpg,"[{""id"": 27, ""name"": ""Horror""}]",[],"[{""iso_3166_1"": ""TH"", ""name"": ""Thailand""}]","[{""english_name"": ""Thai"", ""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]","[""TH""]",null
142539,Scream,หวีดสยองรับน้องใหม่,"A group of new students register to be members of movie association in the university. Pai, Nuna, Tam, and Man travel to the province for fresh new day. When they arrive at a resort in the forest, they find that each student has disappeared one by one. No one knows what has happened to them. Is there a murderer on the loose? They're very scared and try to escape. Who will be the last survivor?",,Released,False,False,2007-01-01,92,0,0,0.0143,7.3,3,th,,tt3962300,/2xm3nxkobHBSBUCL74UonrEaz0k.jpg,,"[{""id"": 27, ""name"": ""Horror""}]",[],"[{""iso_3166_1"": ""TH"", ""name"": ""Thailand""}]","[{""english_name"": ""Thai"", ""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]","[""TH""]",null
142540,The Eagleman Stag,The Eagleman Stag,If you repeat the word 'fly' for long enough it sounds like you are saying 'life'. This is of no help to Peter. His answers lie in the brain of the beetle.,,Released,False,False,2010-11-30,9,0,0,0.2876,6.286,21,en,,tt1725828,/5SJA3ewYzU4mMkXFJgOvzZUNWos.jpg,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 29427, ""logo_path"": null, ""name"": ""Royal College of Art"", ""origin_country"": ""GB""}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]","[{""english_name"": ""English"", ""iso_639_1"": ""en"", ""name"": ""English""}]","[""GB""]",null
142541,Un metteur en ordre: Robert Bresson,Un metteur en ordre: Robert Bresson,"A documentary, originally produced in 1966 for the French TV series ""Pour le plaisir,"" about Robert Bresson's film ""Au Hasard Balthazar,"" featuring interviews and discussions with Bresson, Jean-Luc Godard, Louis Malle, Marguerite Duras and others.",,Released,False,False,1966-05-11,62,0,0,0.7077,0.0,0,fr,,,/sYNSN3d2nVEE8JiyNNMJkE20q4t.jpg,/xYftDzyfMQu6vCiLn64X10VaSsX.jpg,"[{""id"": 99, ""name"": ""Documentary""}]","[{""id"": 1293, ""logo_path"": ""/4r2EdENtYK1Ddxmciod3XvmfA9k.png"", ""name"": ""ORTF"", ""origin_country"": ""FR""}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]","[{""english_name"": ""French"", ""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]","[""FR""]",null
142542,Kadokawa Mystery & Horror Tales Vol. 1,角川ホラービデオ館 絶叫屋敷へようこそ,"MEINICHI  Directed By Tomoyuki Akashi  Cast: Sayaka Yamaguchi, Asami Mizukawa  ""Maybe father was right. Maybe we should not have moved into that house..."" When Minako loses her boyfriend in an accident, her sister tries to cheer her up, though sinister forces would have it otherwise...  CRUEL KIDNAPPING:  Directed by Tomoyuki Akashi  Cast: Toru Masuoka, Renji Ishibashi  As Toshio struggles to make ends meet, his daughter is kidnapped and a ransom note arrives. Desperation leads him to a cruel plan designed to procure the money he needs.  DESIRE TO KILL:  Directed by Kenji Nakanishi  Cast: Mayumi Wakamura, Sousuke Takaoka  Alone in her house, Rie comes face-to-face with a murderer. Determined to protect her child, she makes a desperate attempt to convince the man to leave.",,Released,False,False,2002-03-01,104,0,0,0.868,2.0,1,ja,,tt18328998,/ep9O1mJj52QsCcIQfJbG53Jd6pv.jpg,,"[{""id"": 27, ""name"": ""Horror""}]","[{""id"": 1194, ""logo_path"": ""/dwkHaFLgtA7CUNbgKK0wB6bospu.png"", ""name"": ""KADOKAWA Shoten"", ""origin_country"": ""JP""}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]","[{""english_name"": ""Japanese"", ""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]","[""JP""]","{""id"": 142547, ""name"": ""Kadokawa Mystery & Horror Tales"", ""poster_path"": null, ""backdrop_path"": null}"
142545,Patu!,Patu!,"In 1981, the New Zealand government invited the South African rugby team to tour New Zealand. This effectively split the country in half. Patu! is the story of the protest movement, HART (halt all racist tours). This documentary shows footage of protester meetings, rugby games and various beatings meted out to protesters from police.",New Zealand's Eight Week Civil War,Released,False,False,1983-07-23,112,0,0,0.2943,7.0,5,en,https://www.nzonscreen.com/title/patu-1983,tt0086086,/rWXI1IyifoTLzZGHD8Q4MxbWvue.jpg,/4GaK1azzkic3KhdAaf29KnFR9k6.jpg,"[{""id"": 99, ""name"": ""Documentary""}]","[{""id"": 125056, ""logo_path"": null, ""name"": ""Awatea Films"", ""origin_country"": """"}, {""id"": 294, ""logo_path"": ""/a05DY2oSeUOVFDM61RsQa9x9RoC.png"", ""name"": ""New Zealand Film Commission"", ""origin_country"": ""NZ""}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}]","[{""english_name"": ""English"", ""iso_639_1"": ""en"", ""name"": ""English""}, {""english_name"": ""Maori"", ""iso_639_1"": ""mi"", ""name"": """"}]","[""NZ"", ""US""]",null
142553,Ja-on,邪怨,"A horror drama in which a young man is struck with fear by a female ghost. Toshio, a video rental store employee, is in love with Mayumi, a regular customer, but she soon dies mysteriously. One day, Mayumi appears before Toshio wearing mourning clothes. Since that day, Toshio has been losing his vitality...",,Released,False,False,2004-07-03,75,0,0,0.5581,0.0,0,ja,,tt2489850,/bN4AkcrgDyE6gyn4GlhAyxrxmMo.jpg,,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 14287, ""logo_path"": null, ""name"": ""Nextacy"", ""origin_country"": ""JP""}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]","[{""english_name"": ""Japanese"", ""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]","[""JP""]",null
142554,Cena medu,Cena medu,"Little Péťa visits his grandfather in the Krkonoše Mountains, where a swarm of bees settles on a tree. When Péťa disturbs it, the entire swarm attacks him, leaving him in a deep coma. Ordinary treatments fail, so Dr. Vrba insists on a beekeeper’s blood transfusion. Grandpa’s blood type doesn’t match, prompting a frantic search—ambulances, authorities, even foreign donors—to find a suitable beekeeper. After multiple transfusions from various volunteers, Péťa shows signs of recovery. With dawn breaking, hope returns as he awakens.",,Released,False,False,1987-11-01,0,0,0,0.3934,10.0,1,cs,,tt1343027,/wKVBepSZcBOMA0S83bjkkcUrKAZ.jpg,/jKgpqzkktHpX1CDZ3xEP1ylvi8t.jpg,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 1931, ""logo_path"": ""/5erHhgvym2cTORao8ajtn2gbiTH.png"", ""name"": ""Filmov\u00e9 studio Barrandov"", ""origin_country"": ""XC""}]","[{""iso_3166_1"": ""XC"", ""name"": ""Czechoslovakia""}]","[{""english_name"": ""Czech"", ""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}]","[""XC""]",null
142556,Empty Room,団地妻 隣りのあえぎ,"Sachiko, a young woman frustrated with her life of dull routine, and seeking stimulation outside the deadening monotony of housework and catering to her needy husband, befriends Kobayashi, a neighbor whose wife has been carrying on an affair right under his very nose.","A sensual drama by the ""Four Heavenly Kings of Pink,"" Sato Toshiki. A frustrated married woman indulges in lust with a married man.",Released,False,False,2001-06-01,70,0,0,1.271,3.0,3,ja,,tt2980774,/9rTpvLUUdBMFsYPsqOd8xWCOysP.jpg,/nFBOor02PkJ5JjtznDKMnaEdwWH.jpg,"[{""id"": 18, ""name"": ""Drama""}]",[],"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]","[{""english_name"": ""Japanese"", ""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]","[""JP""]",null
142560,Change,เปลี่ยนเป็น เปลี่ยนตาย,"Chan, a senior monk, tells a story about his past how a group of bandits robbed his house and raped his wife so he decided to become an outlaw himself. His notoriety made him a wanted man and he decided to hide in the forest where he met a wandering monk and decided to surrender all his loot. But the monk was then found savagely murdered and the loot stolen. Who was the culprit?",,Released,False,False,2011-01-01,82,0,0,0.1451,6.0,1,en,,,,,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 4206, ""logo_path"": ""/pWUbIYoZDsvOD1yT0FzfYetWBxL.png"", ""name"": ""Baa-Ram-Ewe"", ""origin_country"": ""TH""}]","[{""iso_3166_1"": ""TH"", ""name"": ""Thailand""}]","[{""english_name"": ""Thai"", ""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]","[""US""]",null
142562,The Closet,異塚,"Due to his rebellious nature, Lo Fei suffered a traumatic childhood with abuse and maltreatment from his bad-tempered but famous sculptor father. Apart from receiving corporal punishment and verbal abuse, he was often locked up inside the wardrobe. The dark childhood turned Lo into a weirdo frequently tormented by the pain of childhood memories as well as hallucination of his dead father. Lo betrayed his father's artistic career and chose to become a magician and performer of extremities instead, to prove his own capabilities. During one of his death-defying show, Lo was seriously wounded by shocks of his childhood nightmares. Not knowing the truth behind it, his girlfriend Lei thought he was stretching his physical strength too far. She therefore took him to a quiet retreat in the suburb to recuperate. On a windy moonless night, the five of them went through a terrifying catastrophe.",,Released,False,False,2007-03-08,83,0,0,1.1976,0.0,0,cn,,tt6097256,/eEjqKsVIscpbLFq7DCVDSMaiI0B.jpg,,"[{""id"": 27, ""name"": ""Horror""}]",[],"[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]","[{""english_name"": ""Cantonese"", ""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""english_name"": ""Mandarin"", ""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]","[""HK""]",null
142563,Fresh Guacamole,Fresh Guacamole,"In this follow-up to his stop-motion hit Western Spaghetti, director PES transforms familiar objects into Fresh Guacamole.",,Released,False,False,2012-03-02,2,0,0,0.3303,7.3,146,en,,tt2309977,/3uBH7edC9cbJqh180iWmAndVsz0.jpg,/jOwj5UULxFyXrSEYjnhheUbNH2T.jpg,"[{""id"": 16, ""name"": ""Animation""}]","[{""id"": 283651, ""logo_path"": null, ""name"": ""PES Productions"", ""origin_country"": ""US""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""english_name"": ""No Language"", ""iso_639_1"": ""xx"", ""name"": ""No Language""}]","[""US""]",null
142565,Try Revolution,Try Revolution,In 1981 the South African rugby team toured New Zealand. Those opposed to the tour mounted massive demonstrations. Demonstrations that were to have a huge impact on the watching South African populace.,"How rugby helped end apartheid in South Africa, featuring Archbishop Desmond Tutu.",Released,False,False,2006-09-04,0,0,0,0.0071,0.0,0,en,,tt1505431,/pvC4hrbHFkIcFTEEGxlpWw5t8tb.jpg,,[],[],[],[],"[""US""]",null
